Longevity,Education,Sex,Age,Activity,Sport,Family,IsAlone,SocialStatus,AgeRanges
0,2,0.0,0.7,0.027326137450471376,1.0,0,1.0,0.5029940119760479,5.0
1,1,1.0,0.4,0.32180430581851543,1.0,2,0.0,0.023952095808383235,3.0
1,1,1.0,0.5,0.2625261062206,1.0,2,0.0,0.029940119760479042,4.0
0,3,0.0,0.3,0.014151035465422677,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.024105556965237248,1.0,0,1.0,0.46706586826347307,3.0
1,2,1.0,0.3,0.05660414186169071,1.0,2,0.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.1357523471200203,1.0,10,0.0,0.8922155688622755,3.0
1,1,1.0,0.5,0.26473171588624517,0.0,0,1.0,0.029940119760479042,4.0
0,3,0.0,0.8,0.012179649835067242,1.0,0,1.0,0.9820359281437125,5.0
1,2,1.0,0.5,0.02537427048972342,0.0,0,1.0,0.47904191616766467,4.0
1,3,1.0,0.4,0.04007182870415552,1.0,2,0.0,0.9101796407185628,3.0
1,1,1.0,0.2,0.11316924638416645,0.0,1,0.0,0.011976047904191617,2.0
1,3,1.0,0.3,0.04538090683738996,0.0,2,0.0,0.8922155688622755,3.0
0,1,0.0,0.6,0.05562820838131673,0.0,0,1.0,0.03592814371257485,4.0
0,1,0.0,0.5,0.2995335037963812,1.0,1,0.0,0.029940119760479042,4.0
0,3,0.0,0.2,0.035133605293463196,1.0,2,0.0,0.874251497005988,2.0
1,1,1.0,0.3,0.2608670193039642,1.0,1,0.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.4,0.12999433958581383,1.0,1,0.0,0.023952095808383235,3.0
1,1,1.0,0.5,0.2625261062206,1.0,0,1.0,0.029940119760479042,4.0
1,3,0.0,0.6,0.015712529034021042,1.0,0,1.0,0.9461077844311377,4.0
0,1,0.0,0.6,0.06929127710655242,0.0,0,1.0,0.03592814371257485,4.0
1,2,0.0,0.0,0.05074854097944684,0.0,2,0.0,0.41916167664670656,1.0
1,1,1.0,0.3,0.5133410106767122,1.0,5,0.0,0.017964071856287425,3.0
0,2,0.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,2,0.0,0.3,0.02537427048972342,1.0,0,1.0,0.4550898203592814,3.0
0,2,0.0,0.5,0.02537427048972342,1.0,0,1.0,0.47904191616766467,4.0
1,2,1.0,0.3,0.02537427048972342,1.0,0,1.0,0.4550898203592814,3.0
1,2,1.0,0.5,0.02537427048972342,0.0,0,1.0,0.47904191616766467,4.0
1,3,1.0,0.3,0.031425058068042085,1.0,1,0.0,0.8922155688622755,3.0
1,3,0.0,0.0,0.03103468467589249,0.0,2,0.0,0.8383233532934131,1.0
0,3,0.0,0.5,0.016903167880077292,1.0,0,1.0,0.9281437125748503,4.0
0,3,0.0,0.3,0.01801573204770363,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.06831534362617844,0.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.2,0.014111998126207718,0.0,2,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.034743231901313607,1.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.018542736127105577,1.0,0,1.0,0.9101796407185628,3.0
1,1,1.0,0.3,0.10735268284113755,1.0,1,0.0,0.017964071856287425,3.0
0,2,1.0,0.5,0.02537427048972342,1.0,0,1.0,0.47904191616766467,4.0
1,3,1.0,0.3,0.01538071165069389,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.01538071165069389,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.05445708820486796,0.0,5,0.0,0.9281437125748503,4.0
0,2,0.0,0.4,0.05410575215193333,1.0,1,0.0,0.46706586826347307,3.0
0,3,1.0,0.6,0.028204477582807957,0.0,1,0.0,0.9461077844311377,4.0
0,3,0.0,0.4,0.013760662073273085,1.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.030253937891593308,1.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.014151035465422677,0.0,0,1.0,0.9101796407185628,3.0
1,1,1.0,0.8,0.14687798879628364,1.0,1,0.0,0.04790419161676647,5.0
1,3,1.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.3,0.13526438037983332,1.0,0,1.0,0.017964071856287425,3.0
1,1,0.0,0.3,0.10821150430386665,1.0,1,0.0,0.017964071856287425,3.0
0,3,0.0,0.2,0.01268713524486171,0.0,1,0.0,0.874251497005988,2.0
0,3,0.0,0.2,0.015712529034021042,0.0,0,1.0,0.874251497005988,2.0
0,1,0.0,0.3,0.26473171588624517,1.0,0,1.0,0.017964071856287425,3.0
0,3,1.0,0.0,0.0411453555325669,1.0,4,0.0,0.8383233532934131,1.0
1,1,1.0,0.3,0.1603849081646595,1.0,1,0.0,0.017964071856287425,3.0
1,3,1.0,0.3,0.014151035465422677,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.41281986219819256,1.0,2,0.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.0078269865125993,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.015185524954619093,1.0,0,1.0,0.874251497005988,2.0
1,1,1.0,0.5,0.4441082895789823,1.0,0,1.0,0.029940119760479042,4.0
1,3,1.0,0.0,0.03072238596217282,1.0,2,0.0,0.8383233532934131,1.0
0,3,0.0,0.4,0.015478304998731287,0.0,0,1.0,0.9101796407185628,3.0
1,1,1.0,0.4,0.10149708195889368,1.0,1,0.0,0.023952095808383235,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.2,0.1434622216149747,0.0,0,1.0,0.4431137724550898,2.0
0,3,0.0,0.0,0.0915425604590791,1.0,7,0.0,0.8383233532934131,1.0
1,2,1.0,0.5,0.02537427048972342,1.0,0,1.0,0.47904191616766467,4.0
0,3,0.0,0.3,0.015087931606581695,1.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.2,0.023422403528975465,1.0,0,1.0,0.4431137724550898,2.0
1,1,0.0,0.5,0.23422403528975466,0.0,3,0.0,0.029940119760479042,4.0
1,3,0.0,0.3,0.015224562293834053,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.015478304998731287,1.0,2,0.0,0.9101796407185628,3.0
1,1,1.0,0.3,0.2211074893135284,1.0,1,0.0,0.017964071856287425,3.0
1,3,1.0,0.3,0.032596178244490855,0.0,2,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015224562293834053,0.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.4,0.01532215564187145,1.0,0,1.0,0.9101796407185628,3.0
0,2,0.0,0.6,0.05074854097944684,1.0,0,1.0,0.49101796407185627,4.0
0,2,0.0,0.3,0.020494603087853534,1.0,0,1.0,0.4550898203592814,3.0
1,2,1.0,0.4,0.024691117053461636,1.0,0,1.0,0.46706586826347307,3.0
1,3,0.0,0.5,0.015478304998731287,1.0,0,1.0,0.9281437125748503,4.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.3,0.019186852224152402,0.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.030937091327855094,1.0,1,0.0,0.9101796407185628,3.0
0,3,1.0,0.3,0.016903167880077292,1.0,0,1.0,0.8922155688622755,3.0
0,2,0.0,0.4,0.04098920617570707,0.0,1,0.0,0.46706586826347307,3.0
0,3,0.0,0.6,0.015126968945796654,1.0,0,1.0,0.9461077844311377,4.0
1,2,0.0,0.0,0.036597505514024166,1.0,2,0.0,0.41916167664670656,1.0
0,3,0.0,0.3,0.015185524954619093,0.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.3,0.049714051490250426,1.0,4,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.013389807350730974,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.4,0.175668026467316,1.0,1,0.0,0.023952095808383235,3.0
0,2,0.0,0.3,0.0,1.0,0,1.0,0.4550898203592814,3.0
1,3,0.0,0.6,0.015478304998731287,0.0,0,1.0,0.9461077844311377,4.0
0,3,1.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.06343567622430855,0.0,2,0.0,0.46706586826347307,3.0
1,2,1.0,0.2,0.02537427048972342,1.0,2,0.0,0.4431137724550898,2.0
0,2,0.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
0,3,1.0,0.1,0.04713758710206312,1.0,2,0.0,0.8562874251497006,2.0
0,3,0.0,0.3,0.015419748989908848,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015087931606581695,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.01538071165069389,1.0,0,1.0,0.9101796407185628,3.0
0,3,1.0,0.4,0.02810688423477056,0.0,2,0.0,0.9101796407185628,3.0
0,3,0.0,0.2,0.03944723127671618,1.0,2,0.0,0.874251497005988,2.0
0,3,0.0,0.3,0.014151035465422677,0.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.05074854097944684,1.0,1,0.0,0.46706586826347307,3.0
1,2,1.0,0.2,0.05074854097944684,1.0,0,1.0,0.4431137724550898,2.0
0,3,0.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.015712529034021042,0.0,0,1.0,0.9101796407185628,3.0
1,1,0.0,0.4,0.05182206780785822,1.0,0,1.0,0.023952095808383235,3.0
1,3,1.0,0.3,0.031425058068042085,1.0,1,0.0,0.8922155688622755,3.0
1,2,1.0,0.5,0.05074854097944684,1.0,1,0.0,0.47904191616766467,4.0
0,3,0.0,0.2,0.013916811430132922,1.0,0,1.0,0.874251497005988,2.0
0,1,0.0,0.6,0.10910936310581071,1.0,1,0.0,0.03592814371257485,4.0
1,1,1.0,0.2,0.23422403528975466,1.0,3,0.0,0.011976047904191617,2.0
0,3,1.0,0.3,0.0671051861105147,1.0,4,0.0,0.8922155688622755,3.0
1,2,1.0,0.3,0.036597505514024166,1.0,5,0.0,0.4550898203592814,3.0
0,1,0.0,0.8,0.5133410106767122,1.0,5,0.0,0.04790419161676647,5.0
0,2,0.0,0.4,0.020494603087853534,1.0,0,1.0,0.46706586826347307,3.0
1,2,1.0,0.6,0.05123650771963383,1.0,2,0.0,0.49101796407185627,4.0
0,3,0.0,0.3,0.018542736127105577,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015185524954619093,1.0,1,0.0,0.8922155688622755,3.0
1,2,1.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
1,3,0.0,0.3,0.01582964105166592,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.1,0.15977982940682764,0.0,2,0.0,0.005988023952095809,2.0
1,2,1.0,0.2,0.03806140573458513,1.0,1,0.0,0.4431137724550898,2.0
1,1,0.0,0.4,0.05182206780785822,1.0,0,1.0,0.023952095808383235,3.0
1,3,1.0,0.1,0.037592957664005625,1.0,3,0.0,0.8562874251497006,2.0
1,1,0.0,0.7,0.05953194230281264,1.0,0,1.0,0.041916167664670656,5.0
0,2,0.0,0.5,0.054164308160755764,0.0,3,0.0,0.47904191616766467,4.0
0,3,0.0,0.3,0.03897878320613667,1.0,1,0.0,0.8922155688622755,3.0
0,1,0.0,0.4,0.054164308160755764,1.0,0,1.0,0.023952095808383235,3.0
1,1,0.0,0.6,0.17391134620264284,0.0,1,0.0,0.03592814371257485,4.0
0,3,0.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
0,1,0.0,0.8,0.05182206780785822,1.0,0,1.0,0.04790419161676647,5.0
1,1,1.0,0.3,0.10122382058438897,1.0,1,0.0,0.017964071856287425,3.0
1,2,1.0,0.6,0.020494603087853534,1.0,0,1.0,0.49101796407185627,4.0
0,3,0.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.6,0.05182206780785822,1.0,0,1.0,0.03592814371257485,4.0
0,3,0.0,0.4,0.015712529034021042,1.0,0,1.0,0.9101796407185628,3.0
0,1,0.0,0.6,0.07514687798879628,1.0,0,1.0,0.03592814371257485,4.0
0,2,0.0,0.6,0.02537427048972342,1.0,0,1.0,0.49101796407185627,4.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.013760662073273085,0.0,0,1.0,0.9281437125748503,4.0
0,2,0.0,0.3,0.0,1.0,0,1.0,0.4550898203592814,3.0
0,1,0.0,0.7,0.05182206780785822,1.0,0,1.0,0.041916167664670656,5.0
0,3,0.0,0.3,0.015087931606581695,0.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.037592957664005625,1.0,3,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.014151035465422677,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.016903167880077292,0.0,0,1.0,0.9281437125748503,4.0
1,2,1.0,0.4,0.054164308160755764,1.0,3,0.0,0.46706586826347307,3.0
1,2,1.0,0.3,0.026916245388714306,0.0,0,1.0,0.4550898203592814,3.0
0,3,1.0,0.3,0.019206370893759882,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.10149708195889368,1.0,0,1.0,0.017964071856287425,3.0
0,2,0.0,0.4,0.04098920617570707,1.0,1,0.0,0.46706586826347307,3.0
0,3,0.0,0.4,0.013760662073273085,0.0,1,0.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.014678039544824625,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.0,0.023988444947592374,1.0,1,0.0,0.8383233532934131,1.0
0,3,0.0,0.1,0.0915425604590791,1.0,7,0.0,0.8562874251497006,2.0
0,2,0.0,0.3,0.0,0.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.6,0.015712529034021042,0.0,0,1.0,0.9461077844311377,4.0
1,3,1.0,0.8,0.01871840415357289,1.0,0,1.0,0.9820359281437125,5.0
1,1,0.0,0.3,0.1777760427849238,0.0,1,0.0,0.017964071856287425,3.0
0,3,1.0,0.3,0.049714051490250426,1.0,4,0.0,0.8922155688622755,3.0
1,1,1.0,0.4,0.175668026467316,0.0,1,0.0,0.023952095808383235,3.0
0,1,0.0,0.7,0.057970448734214274,1.0,0,1.0,0.041916167664670656,5.0
0,3,0.0,0.4,0.015712529034021042,1.0,0,1.0,0.9101796407185628,3.0
1,3,0.0,0.1,0.03103468467589249,1.0,2,0.0,0.8562874251497006,2.0
0,3,0.0,0.3,0.03897878320613667,1.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.014151035465422677,0.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.7,0.05953194230281264,0.0,0,1.0,0.041916167664670656,5.0
0,1,0.0,0.9,0.09661741455702379,0.0,0,1.0,0.05389221556886228,6.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.028223996252415437,1.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.7,0.15277262701774247,1.0,1,0.0,0.041916167664670656,5.0
0,3,0.0,0.3,0.029473191107294128,1.0,0,1.0,0.8922155688622755,3.0
0,1,1.0,0.3,0.29580543790135266,1.0,3,0.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.015224562293834053,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.016903167880077292,1.0,0,1.0,0.874251497005988,2.0
0,3,1.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.3,0.0148927449105069,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.5,0.01871840415357289,1.0,0,1.0,0.9281437125748503,4.0
1,1,1.0,0.2,0.16883649210469814,0.0,0,1.0,0.011976047904191617,2.0
0,1,0.0,0.2,0.21255831202545233,1.0,1,0.0,0.011976047904191617,2.0
1,2,1.0,0.4,0.05074854097944684,1.0,2,0.0,0.46706586826347307,3.0
1,1,0.0,0.3,0.05182206780785822,1.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.4,0.043975562625651436,1.0,0,1.0,0.9101796407185628,3.0
1,3,0.0,0.3,0.11028048328225948,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.015126968945796654,0.0,0,1.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.5,0.051314582398063746,1.0,0,1.0,0.029940119760479042,4.0
1,1,1.0,0.7,0.11594089746842855,0.0,1,0.0,0.041916167664670656,5.0
0,3,0.0,0.3,0.014639002205609666,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.6,0.06640251400464545,0.0,0,1.0,0.03592814371257485,4.0
1,2,1.0,0.4,0.020494603087853534,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.3,0.04713758710206312,0.0,0,1.0,0.8922155688622755,3.0
1,2,1.0,0.5,0.05074854097944684,1.0,1,0.0,0.47904191616766467,4.0
0,3,0.0,0.4,0.015419748989908848,0.0,0,1.0,0.9101796407185628,3.0
1,1,1.0,0.4,0.18249956082993382,1.0,0,1.0,0.023952095808383235,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.6,0.11316924638416645,0.0,1,0.0,0.03592814371257485,4.0
0,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.015126968945796654,1.0,0,1.0,0.9281437125748503,4.0
1,2,1.0,0.6,0.020494603087853534,1.0,0,1.0,0.49101796407185627,4.0
0,1,0.0,0.3,0.43288505455468157,1.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.5,0.015478304998731287,1.0,0,1.0,0.9281437125748503,4.0
0,2,0.0,0.3,0.022446470048601487,1.0,3,0.0,0.4550898203592814,3.0
1,2,1.0,0.0,0.05074854097944684,1.0,2,0.0,0.41916167664670656,1.0
0,3,0.0,0.3,0.014111998126207718,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.014111998126207718,0.0,2,0.0,0.874251497005988,2.0
1,3,1.0,0.3,0.04364374524232428,0.0,2,0.0,0.8922155688622755,3.0
0,3,1.0,0.4,0.016903167880077292,1.0,0,1.0,0.9101796407185628,3.0
1,2,1.0,0.1,0.05123650771963383,0.0,2,0.0,0.4311377245508982,2.0
0,1,0.0,0.6,0.05182206780785822,1.0,0,1.0,0.03592814371257485,4.0
1,1,1.0,0.4,0.2077372006324049,1.0,0,1.0,0.023952095808383235,3.0
0,3,0.0,0.3,0.028302070930845354,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.3,0.09661741455702379,1.0,2,0.0,0.017964071856287425,3.0
1,1,1.0,0.5,0.13858255421310484,1.0,2,0.0,0.029940119760479042,4.0
0,3,1.0,0.1,0.06105439853219605,0.0,6,0.0,0.8562874251497006,2.0
0,3,1.0,0.1,0.06105439853219605,0.0,6,0.0,0.8562874251497006,2.0
1,2,0.0,0.4,0.05074854097944684,1.0,1,0.0,0.46706586826347307,3.0
0,1,0.0,0.6,0.2077372006324049,1.0,1,0.0,0.03592814371257485,4.0
0,1,0.0,0.8,0.05074854097944684,1.0,0,1.0,0.04790419161676647,5.0
1,2,1.0,0.2,0.05074854097944684,1.0,1,0.0,0.4431137724550898,2.0
1,2,0.0,0.3,0.027052876075966664,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.4,0.04007182870415552,1.0,2,0.0,0.9101796407185628,3.0
1,2,0.0,0.1,0.07173111080748736,1.0,2,0.0,0.4311377245508982,2.0
1,1,0.0,0.2,0.2164230086077333,1.0,2,0.0,0.011976047904191617,2.0
0,2,0.0,0.3,0.05074854097944684,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.01528311830265649,1.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.015185524954619093,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.8,0.05182206780785822,1.0,0,1.0,0.04790419161676647,5.0
1,1,1.0,0.6,0.07729393164561904,1.0,1,0.0,0.03592814371257485,4.0
0,1,0.0,0.3,0.4441082895789823,1.0,0,1.0,0.017964071856287425,3.0
1,1,1.0,0.5,0.15546620342357464,1.0,2,0.0,0.029940119760479042,4.0
1,3,1.0,0.5,0.033962485117014427,0.0,1,0.0,0.9281437125748503,4.0
0,3,0.0,0.3,0.015126968945796654,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.5,0.015419748989908848,1.0,0,1.0,0.9281437125748503,4.0
0,2,0.0,0.4,0.026350203970097397,1.0,0,1.0,0.46706586826347307,3.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,1.0,0.3,0.015712529034021042,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.04713758710206312,1.0,2,0.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.015419748989908848,1.0,0,1.0,0.874251497005988,2.0
0,3,1.0,0.4,0.0411453555325669,1.0,4,0.0,0.9101796407185628,3.0
0,3,0.0,0.3,0.014111998126207718,0.0,0,1.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.01532215564187145,1.0,0,1.0,0.9101796407185628,3.0
1,2,0.0,0.8,0.020494603087853534,1.0,0,1.0,0.5149700598802395,5.0
1,1,1.0,0.7,0.10048211113930475,0.0,2,0.0,0.041916167664670656,5.0
1,1,0.0,0.5,0.05150976909413854,1.0,0,1.0,0.029940119760479042,4.0
1,3,1.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.2,0.015712529034021042,1.0,0,1.0,0.874251497005988,2.0
0,3,0.0,0.2,0.028302070930845354,0.0,0,1.0,0.874251497005988,2.0
1,2,1.0,0.4,0.02537427048972342,1.0,0,1.0,0.46706586826347307,3.0
1,1,1.0,0.5,0.10910936310581071,0.0,1,0.0,0.029940119760479042,4.0
0,3,1.0,0.3,0.028223996252415437,1.0,1,0.0,0.8922155688622755,3.0
1,3,0.0,0.4,0.015478304998731287,0.0,0,1.0,0.9101796407185628,3.0
1,2,1.0,0.3,0.058556008822438665,1.0,2,0.0,0.4550898203592814,3.0
1,1,1.0,0.5,0.2164230086077333,1.0,2,0.0,0.029940119760479042,4.0
0,2,0.0,0.7,0.05074854097944684,1.0,0,1.0,0.5029940119760479,5.0
0,1,0.0,0.5,0.07832842113481545,1.0,0,1.0,0.029940119760479042,4.0
0,3,0.0,0.3,0.01700076122811469,0.0,0,1.0,0.8922155688622755,3.0
1,1,1.0,0.2,0.15546620342357464,1.0,2,0.0,0.011976047904191617,2.0
0,2,0.0,0.6,0.029278004411219333,1.0,0,1.0,0.49101796407185627,4.0
1,1,0.0,0.8,0.15458786329123808,0.0,2,0.0,0.04790419161676647,5.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015712529034021042,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.013916811430132922,1.0,0,1.0,0.9101796407185628,3.0
1,1,1.0,0.7,0.15277262701774247,1.0,1,0.0,0.041916167664670656,5.0
0,3,0.0,0.6,0.014151035465422677,0.0,0,1.0,0.9461077844311377,4.0
0,3,1.0,0.3,0.015126968945796654,0.0,2,0.0,0.8922155688622755,3.0
0,2,0.0,0.5,0.05074854097944684,0.0,1,0.0,0.47904191616766467,4.0
0,3,0.0,0.5,0.04713758710206312,1.0,2,0.0,0.9281437125748503,4.0
1,2,1.0,0.3,0.06441160970468253,0.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.6,0.0,0.0,0,1.0,0.9461077844311377,4.0
0,3,0.0,0.3,0.014111998126207718,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,0.6,0.1111197860753811,1.0,1,0.0,0.03592814371257485,4.0
1,2,1.0,0.3,0.052700407940194795,1.0,3,0.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.3,0.08275915913571331,0.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.6,0.015712529034021042,1.0,0,1.0,0.9461077844311377,4.0
1,1,0.0,0.4,0.05182206780785822,1.0,0,1.0,0.023952095808383235,3.0
0,3,0.0,0.5,0.030351531239630705,0.0,1,0.0,0.9281437125748503,4.0
0,3,0.0,0.4,0.015419748989908848,1.0,0,1.0,0.9101796407185628,3.0
1,1,0.0,0.3,0.05953194230281264,0.0,0,1.0,0.017964071856287425,3.0
1,2,1.0,0.3,0.08115862822789999,1.0,3,0.0,0.4550898203592814,3.0
1,1,1.0,0.5,0.2995335037963812,0.0,0,1.0,0.029940119760479042,4.0
0,3,1.0,0.5,0.06105439853219605,1.0,6,0.0,0.9281437125748503,4.0
0,3,0.0,0.3,0.013760662073273085,1.0,0,1.0,0.8922155688622755,3.0
1,3,1.0,0.3,0.030253937891593308,1.0,1,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015126968945796654,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.4,0.015712529034021042,1.0,0,1.0,0.9101796407185628,3.0
1,2,1.0,0.3,0.1268713524486171,0.0,3,0.0,0.4550898203592814,3.0
0,3,0.0,0.4,0.02810688423477056,1.0,2,0.0,0.9101796407185628,3.0
0,3,1.0,0.3,0.031425058068042085,1.0,1,0.0,0.8922155688622755,3.0
1,2,1.0,0.1,0.07612281146917026,1.0,3,0.0,0.4311377245508982,2.0
0,2,0.0,0.3,0.020494603087853534,1.0,0,1.0,0.4550898203592814,3.0
0,3,0.0,0.3,0.028204477582807957,0.0,1,0.0,0.8922155688622755,3.0
1,1,0.0,0.5,0.10257060878730506,0.0,1,0.0,0.029940119760479042,4.0
1,3,0.0,0.3,0.03072238596217282,0.0,2,0.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.01532215564187145,0.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.031425058068042085,0.0,0,1.0,0.8922155688622755,3.0
0,1,0.0,0.8,0.06308434017137392,1.0,0,1.0,0.04790419161676647,5.0
0,2,0.0,0.7,0.024105556965237248,1.0,0,1.0,0.5029940119760479,5.0
1,1,1.0,0.3,0.1521675482599106,1.0,0,1.0,0.017964071856287425,3.0
0,3,0.0,0.3,0.015419748989908848,1.0,0,1.0,0.8922155688622755,3.0
0,3,0.0,0.3,0.015087931606581695,1.0,0,1.0,0.8922155688622755,3.0
1,1,0.0,1.0,0.058556008822438665,1.0,0,1.0,0.059880239520958084,
0,3,0.0,0.6,0.013760662073273085,1.0,0,1.0,0.9461077844311377,4.0
1,1,0.0,0.4,0.05953194230281264,1.0,0,1.0,0.023952095808383235,3.0
0,1,0.0,0.3,0.0,1.0,0,1.0,0.017964071856287425,3.0
0,3,1.0,0.1,0.05445708820486796,0.0,5,0.0,0.8562874251497006,2.0
